Wall time,Step,Value
1787921313.050362,1,0.39680662751197815
1787921828.2848215,2,0.3923397362232208
1787922347.655325,3,0.39106544852256775
1787922867.9023225,4,0.39027202129364014
1787923382.6432545,5,0.39014819264411926
1787923912.2152987,6,0.3922046422958374
1787924440.2724807,7,0.39244896173477173
1787924967.6790574,8,0.38912588357925415
1787925502.2026722,9,0.3943614065647125
1787926032.2817063,10,0.3938707411289215
